15,2,φ2,φ3,α1,0
15,3,φ3,φ5,α3,0
15,4,φ5,φ1,α3,1
15,5,φ1,φ5,α1,1
15,6,φ5,φ5,α1,0
15,7,φ5,φ4,α1,0
15,8,φ4,φ5,α1,0
15,9,φ5,φ4,α2,0
15,10,φ4,φ5,α1,0
15,11,φ5,φ3,α1,0
15,12,φ3,φ4,α1,1
15,13,φ4,φ4,α1,0
15,14,φ4,φ4,α1,0
15,15,φ4,φ5,α1,0
15,16,φ5,φ4,α1,1
15,17,φ4,φ3,α1,0
15,18,φ3,φ2,α1,0
15,19,φ2,φ1,α3,0
15,20,φ1,φ2,α1,1
15,21,φ2,φ5,α2,0
15,22,φ5,φ5,α1,0
15,23,φ5,φ4,α1,0
15,24,φ4,φ5,α1,0
15,25,φ5,φ5,α3,1
15,26,φ5,φ5,α1,0
15,27,φ5,φ5,α2,0
15,28,φ5,φ4,α2,0
15,29,φ4,φ4,α1,0
15,30,φ4,φ2,α2,0
15,31,φ2,φ2,α2,0
15,32,φ2,φ1,α1,0
15,33,φ1,φ2,α1,0
15,34,φ2,φ5,α1,0
15,35,φ5,φ5,α2,0
15,36,φ5,φ4,α1,0
15,37,φ4,φ1,α2,1
15,38,φ1,φ4,α1,1
15,39,φ4,φ2,α1,0
15,40,φ2,φ3,α1,0
15,41,φ3,φ1,α1,0
15,42,φ1,φ1,α2,0
15,43,φ1,φ4,α2,0
15,44,φ4,φ3,α2,1
15,45,φ3,φ3,α1,0
15,46,φ3,φ4,α1,0
15,47,φ4,φ3,α1,0
15,48,φ3,φ3,α1,0
15,49,φ3,φ2,α2,1
15,50,φ2,φ5,α3,1
15,51,φ5,φ5,α1,0
15,52,φ5,φ1,α1,0
15,53,φ1,φ1,α1,0
15,54,φ1,φ3,α3,1
15,55,φ3,φ2,α3,1
15,56,φ2,φ1,α1,0
15,57,φ1,φ5,α1,1
16,1,φ3,φ2,α1,0
16,2,φ2,φ2,α1,1
16,3,φ2,φ5,α1,0
16,4,φ5,φ4,α3,1
16,5,φ4,φ3,α1,0
16,6,φ3,φ2,α2,1
16,7,φ2,φ3,α2,0
16,8,φ3,φ1,α1,0
16,9,φ1,φ2,α1,1
16,10,φ2,φ1,α2,0
16,11,φ1,φ2,α1,0
16,12,φ2,φ1,α1,0
16,13,φ1,φ1,α1,1
16,14,φ1,φ2,α2,0
16,15,φ2,φ1,α1,1
16,16,φ1,φ1,α1,1
16,17,φ1,φ1,α1,0
16,18,φ1,φ2,α1,0
16,19,φ2,φ3,α1,0
16,20,φ3,φ1,α1,0
16,21,φ1,φ2,α2,0
16,22,φ2,φ2,α1,0
16,23,φ2,φ3,α2,0
16,24,φ3,φ4,α1,0
16,25,φ4,φ5,α2,1
16,26,φ5,φ5,α2,0
16,27,φ5,φ4,α1,0
16,28,φ4,φ5,α3,1
16,29,φ5,φ3,α1,0
16,30,φ3,φ3,α3,1
16,31,φ3,φ4,α1,1
16,32,φ4,φ4,α1,0
16,33,φ4,φ3,α2,1
16,34,φ3,φ2,α3,1
16,35,φ2,φ2,α1,0
16,36,φ2,φ4,α1,0
16,37,φ4,φ3,α1,1
16,38,φ3,φ4,α2,0
16,39,φ4,φ4,α2,1
16,40,φ4,φ4,α1,0
16,41,φ4,φ5,α2,1
16,42,φ5,φ4,α1,0
16,43,φ4,φ4,α1,0
16,44,φ4,φ2,α1,0
16,45,φ2,φ3,α3,1
16,46,φ3,φ2,α1,1
16,47,φ2,φ1,α1,1
16,48,φ1,φ2,α1,0
16,49,φ2,φ2,α1,1
16,50,φ2,φ2,α1,0
16,51,φ2,φ3,α1,0
16,52,φ3,φ4,α1,0
16,53,φ4,φ3,α1,0
16,54,φ3,φ3,α2,1
16,55,φ3,φ3,α3,0
16,56,φ3,φ2,α3,1
16,57,φ2,φ2,α2,0
16,58,φ2,φ1,α3,1
16,59,φ1,φ2,α1,0
16,60,φ2,φ2,α1,0
17,1,φ2,φ2,α1,1
17,2,φ2,φ1,α1,0
17,3,φ1,φ5,α1,0
17,4,φ5,φ4,α1,0
17,5,φ4,φ4,α1,0
17,6,φ4,φ5,α1,0
17,7,φ5,φ1,α3,1
17,8,φ1,φ2,α1,0
17,9,φ2,φ3,α1,1
17,10,φ3,φ3,α1,0
17,11,φ3,φ2,α2,0
17,12,φ2,φ3,α1,0
17,13,φ3,φ3,α3,0
